soc_code,onet_soc_code,occupation_title,task,task_type,source_date,rank
43-6013,43-6013.00,Medical Secretaries and Administrative Assistants,"Transmit correspondence or medical records by mail, e-mail, or fax.",Core,08/2021,6
43-6013,43-6013.00,Medical Secretaries and Administrative Assistants,"Perform various clerical or administrative functions, such as ordering and maintaining an inventory of supplies.",Core,08/2021,7
43-6013,43-6013.00,Medical Secretaries and Administrative Assistants,"Perform bookkeeping duties, such as credits or collections, preparing and sending financial statements or bills, and keeping financial records.",Core,08/2021,8
43-6013,43-6013.00,Medical Secretaries and Administrative Assistants,"Schedule and confirm patient diagnostic appointments, surgeries, or medical consultations.",Core,08/2021,9
43-6013,43-6013.00,Medical Secretaries and Administrative Assistants,"Operate office equipment, such as voice mail messaging systems, and use word processing, spreadsheet, or other software applications to prepare reports, invoices, financial statements, letters, case histories, or medical records.",Core,08/2021,10
43-6013,43-6013.00,Medical Secretaries and Administrative Assistants,Complete insurance or other claim forms.,Core,08/2021,11
43-6013,43-6013.00,Medical Secretaries and Administrative Assistants,Transcribe recorded messages or practitioners' diagnoses or recommendations into patients' medical records.,Supplemental,08/2021,12
43-6014,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Review work done by others to check for correct spelling and grammar, ensure that company format policies are followed, and recommend revisions.",Core,08/2019,1
43-6014,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Order and dispense supplies.,Core,08/2019,2
43-6014,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Answer telephones and give information to callers, take messages, or transfer calls to appropriate individuals.",Core,08/2019,3
43-6014,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Greet visitors or callers and handle their inquiries or direct them to the appropriate persons according to their needs.,Core,08/2019,4
43-6014,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Locate and attach appropriate files to incoming correspondence requiring replies.,Core,08/2019,5
43-6014,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Open, read, route, and distribute incoming mail or other materials and answer routine letters.",Core,08/2019,6
43-6014,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Complete forms in accordance with company procedures.,Core,08/2019,7
43-6014,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Make copies of correspondence or other printed material.,Core,08/2019,8
43-6014,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Maintain scheduling and event calendars.,Core,08/2019,9
43-6014,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Schedule and confirm appointments for clients, customers, or supervisors.",Core,08/2019,10
43-6014,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Conduct searches to find needed information, using such sources as the Internet.",Core,08/2019,11
43-6014,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Operate electronic mail systems and coordinate the flow of information, internally or with other organizations.",Core,08/2019,12
43-9021,43-9021.00,Data Entry Keyers,"Compile, sort, and verify the accuracy of data before it is entered.",Core,08/2018,1
43-9021,43-9021.00,Data Entry Keyers,Select materials needed to complete work assignments.,Core,08/2018,2
43-9021,43-9021.00,Data Entry Keyers,"Compare data with source documents, or re-enter data in verification format to detect errors.",Core,08/2018,3
43-9021,43-9021.00,Data Entry Keyers,Store completed documents in appropriate locations.,Core,08/2018,4
43-9021,43-9021.00,Data Entry Keyers,"Locate and correct data entry errors, or report them to supervisors.",Core,08/2018,5
43-9021,43-9021.00,Data Entry Keyers,Maintain logs of activities and completed work.,Supplemental,08/2018,6
43-9021,43-9021.00,Data Entry Keyers,"Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",Supplemental,08/2018,7
43-9021,43-9021.00,Data Entry Keyers,"Load machines with required input or output media, such as paper, cards, disks, tape, or Braille media.",Supplemental,08/2018,8
43-9021,43-9021.00,Data Entry Keyers,"Resolve garbled or indecipherable messages, using cryptographic procedures and equipment.",Supplemental,08/2018,9
43-9022,43-9022.00,Word Processors and Typists,"Check completed work for spelling, grammar, punctuation, and format.",Core,07/2017,1
43-9022,43-9022.00,Word Processors and Typists,"Perform other clerical duties, such as answering telephone, sorting and distributing mail, running errands or sending faxes.",Core,07/2017,2
43-9022,43-9022.00,Word Processors and Typists,"Gather, register, and arrange the material to be typed, following instructions.",Core,07/2017,3
43-9022,43-9022.00,Word Processors and Typists,"Type correspondence, reports, text and other written material from rough drafts, corrected copies, voice recordings, dictation, or previous versions, using a computer, word processor, or typewriter.",Core,07/2017,4
43-9022,43-9022.00,Word Processors and Typists,"File and store completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve, update, and delete documents.",Core,07/2017,5
43-9022,43-9022.00,Word Processors and Typists,"Compute and verify totals on report forms, requisitions, or bills, using adding machine or calculator.",Core,07/2017,6
43-9022,43-9022.00,Word Processors and Typists,"Electronically sort and compile text and numerical data, retrieving, updating, and merging documents as required.",Core,07/2017,7
43-9022,43-9022.00,Word Processors and Typists,"Adjust settings for format, page layout, line spacing, and other style requirements.",Core,07/2017,8
43-9022,43-9022.00,Word Processors and Typists,"Operate and resupply printers and computers, changing print wheels or fluid cartridges, adding paper, and loading blank tapes, cards, or disks into equipment.",Core,07/2017,9
43-9022,43-9022.00,Word Processors and Typists,Transmit work electronically to other locations.,Core,07/2017,10
43-9022,43-9022.00,Word Processors and Typists,Print and make copies of work.,Core,07/2017,11
43-9022,43-9022.00,Word Processors and Typists,Keep records of work performed.,Core,07/2017,12
43-9031,43-9031.00,Desktop Publishers,Check preliminary and final proofs for errors and make necessary corrections.,Core,08/2021,1
43-9031,43-9031.00,Desktop Publishers,"Position text and art elements from a variety of databases in a visually appealing way to design print or web pages, using knowledge of type styles and size and layout patterns.",Core,08/2021,2
43-9031,43-9031.00,Desktop Publishers,"Edit graphics and photos, using pixel or bitmap editing, airbrushing, masking, or image retouching.",Core,08/2021,3
43-9031,43-9031.00,Desktop Publishers,"Convert various types of files for printing or for the Internet, using computer software.",Core,08/2021,4
43-9031,43-9031.00,Desktop Publishers,"Enter data, such as coordinates of images and color specifications, into system to retouch and make color corrections.",Core,08/2021,5
43-9031,43-9031.00,Desktop Publishers,Select number of colors and determine color separations.,Core,08/2021,6
43-9031,43-9031.00,Desktop Publishers,"Operate desktop publishing software and equipment to design, lay out, and produce camera-ready copy.",Core,08/2021,7
43-9031,43-9031.00,Desktop Publishers,"Enter text into computer keyboard and select the size and style of type, column width, and appropriate spacing for printed materials.",Core,08/2021,8
43-9031,43-9031.00,Desktop Publishers,"Import text and art elements, such as electronic clip art or electronic files from photographs that have been scanned or produced with a digital camera, using computer software.",Core,08/2021,9
43-9031,43-9031.00,Desktop Publishers,"Prepare sample layouts for approval, using computer software.",Core,08/2021,10
43-9031,43-9031.00,Desktop Publishers,"View monitors for visual representation of work in progress and for instructions and feedback throughout process, making modifications as necessary.",Core,08/2021,11
43-9031,43-9031.00,Desktop Publishers,"Enter digitized data into electronic prepress system computer memory, using scanner, camera, keyboard, or mouse.",Core,08/2021,12
43-9041,43-9041.00,Insurance Claims and Policy Processing Clerks,"Prepare insurance claim forms or related documents, and review them for completeness.",Core,08/2022,1
43-9041,43-9041.00,Insurance Claims and Policy Processing Clerks,Transmit claims for payment or further investigation.,Core,08/2022,2
43-9041,43-9041.00,Insurance Claims and Policy Processing Clerks,Contact insured or other involved persons to obtain missing information.,Core,08/2022,3
43-9041,43-9041.00,Insurance Claims and Policy Processing Clerks,Review insurance policy to determine coverage.,Core,08/2022,4
43-9041,43-9041.00,Insurance Claims and Policy Processing Clerks,"Provide customer service, such as limited instructions on proceeding with claims or referrals to auto repair facilities or local contractors.",Core,08/2022,5
43-9041,43-9041.00,Insurance Claims and Policy Processing Clerks,Post or attach information to claim file.,Core,08/2022,6
43-9041,43-9041.00,Insurance Claims and Policy Processing Clerks,"Organize or work with detailed office or warehouse records, using computers to enter, access, search or retrieve data.",Core,08/2022,7
43-9041,43-9041.00,Insurance Claims and Policy Processing Clerks,Calculate amount of claim.,Core,08/2022,8
43-9041,43-9041.00,Insurance Claims and Policy Processing Clerks,Correspond with insured or agent to obtain information or to inform them of account status or changes.,Core,08/2022,9
43-9041,43-9041.00,Insurance Claims and Policy Processing Clerks,"Review and verify data, such as age, name, address, and principal sum and value of property, on insurance applications and policies.",Core,08/2022,10
43-9041,43-9041.00,Insurance Claims and Policy Processing Clerks,"Compare information from application to criteria for policy reinstatement, and approve reinstatement when criteria are met.",Core,08/2022,11
43-9041,43-9041.00,Insurance Claims and Policy Processing Clerks,"Examine letters from policyholders or agents, original insurance applications, and other company documents to determine if changes are needed and effects of changes.",Core,08/2022,12
43-9051,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service","Seal or open envelopes, by hand or by using machines.",Core,07/2016,1
43-9051,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service","Sort and route incoming mail, and collect outgoing mail, using carts as necessary.",Core,07/2016,2
43-9051,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service","Determine manner in which mail is to be sent, and prepare it for delivery to mailing facilities.",Core,07/2016,3
43-9051,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Remove containers of sorted mail or parcels and transfer them to designated areas according to established procedures.,Core,07/2016,4
43-9051,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service","Affix postage to packages or letters by hand, or stamp materials, using postage meters.",Core,07/2016,5
43-9051,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service","Verify that items are addressed correctly, marked with the proper postage, and in suitable condition for processing.",Core,07/2016,6
43-9051,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service","Accept and check containers of mail or parcels from large volume mailers, couriers, and contractors.",Core,07/2016,7
43-9051,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service","Wrap packages or bundles by hand, or by using tying machines.",Core,07/2016,8
43-9051,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service","Place incoming or outgoing letters or packages into sacks or bins based on destination or type, and place identifying tags on sacks or bins.",Supplemental,07/2016,9
43-9051,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Clear jams in sortation equipment.,Supplemental,07/2016,10
43-9051,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service","Weigh packages or letters to determine postage needed, using weighing scales and rate charts.",Supplemental,07/2016,11
43-9051,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Lift and unload containers of mail or parcels onto equipment for transportation to sortation stations.,Supplemental,07/2016,12
43-9061,43-9061.00,"Office Clerks, General","Compile, copy, sort, and file records of office activities, business transactions, and other activities.",Core,08/2018,1
43-9061,43-9061.00,"Office Clerks, General","Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",Core,08/2018,2
43-9061,43-9061.00,"Office Clerks, General","Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",Core,08/2018,3
43-9061,43-9061.00,"Office Clerks, General","Maintain and update filing, inventory, mailing, and database systems, either manually or using a computer.",Core,08/2018,4
43-9061,43-9061.00,"Office Clerks, General","Open, sort, and route incoming mail, answer correspondence, and prepare outgoing mail.",Core,08/2018,5
43-9061,43-9061.00,"Office Clerks, General",Deliver messages and run errands.,Core,08/2018,6
43-9061,43-9061.00,"Office Clerks, General","Complete work schedules, manage calendars, and arrange appointments.",Core,08/2018,7
43-9061,43-9061.00,"Office Clerks, General","Answer telephones, direct calls, and take messages.",Core,08/2018,8
43-9061,43-9061.00,"Office Clerks, General","Compute, record, and proofread data and other information, such as records or reports.",Core,08/2018,9
43-9061,43-9061.00,"Office Clerks, General","Review files, records, and other documents to obtain information to respond to requests.",Core,08/2018,10
43-9061,43-9061.00,"Office Clerks, General","Inventory and order materials, supplies, and services.",Core,08/2018,11
43-9061,43-9061.00,"Office Clerks, General","Type, format, proofread, and edit correspondence and other documents, from notes or dictating machines, using computers or typewriters.",Core,08/2018,12
43-9071,43-9071.00,"Office Machine Operators, Except Computer","Compute prices for services and receive payment, or provide supervisors with billing information.",Core,07/2017,1
43-9071,43-9071.00,"Office Machine Operators, Except Computer","Set up and adjust machines, regulating factors such as speed, ink flow, focus, and number of copies.",Core,07/2017,2
43-9071,43-9071.00,"Office Machine Operators, Except Computer","Monitor machine operation, and make adjustments as necessary to ensure proper operation.",Core,07/2017,3
43-9071,43-9071.00,"Office Machine Operators, Except Computer","Maintain stock of supplies, and requisition any needed items.",Core,07/2017,4
43-9071,43-9071.00,"Office Machine Operators, Except Computer",File and store completed documents.,Core,07/2017,5
43-9071,43-9071.00,"Office Machine Operators, Except Computer","Operate auxiliary machines such as collators, pad and tablet making machines, staplers, and paper punching, folding, cutting, and perforating machines.",Core,07/2017,6
43-9071,43-9071.00,"Office Machine Operators, Except Computer","Prepare and process papers for use in scanning, microfilming, and microfiche.",Core,07/2017,7
43-9071,43-9071.00,"Office Machine Operators, Except Computer",Clean and file master copies or plates.,Core,07/2017,8
43-9071,43-9071.00,"Office Machine Operators, Except Computer","Operate office machines such as high speed business photocopiers, readers, scanners, addressing machines, stencil-cutting machines, microfilm readers or printers, folding and inserting machines, bursters, and binder machines.",Core,07/2017,9
43-9071,43-9071.00,"Office Machine Operators, Except Computer","Sort, assemble, and proof completed work.",Core,07/2017,10
43-9071,43-9071.00,"Office Machine Operators, Except Computer",Load machines with materials such as blank paper or film.,Core,07/2017,11
43-9071,43-9071.00,"Office Machine Operators, Except Computer","Read job orders to determine the type of work to be done, the quantities to be produced, and the materials needed.",Core,07/2017,12
43-9081,43-9081.00,Proofreaders and Copy Markers,"Correct or record omissions, errors, or inconsistencies found.",Core,07/2016,1
43-9081,43-9081.00,Proofreaders and Copy Markers,"Mark copy to indicate and correct errors in type, arrangement, grammar, punctuation, or spelling, using standard printers' marks.",Core,07/2016,2
43-9081,43-9081.00,Proofreaders and Copy Markers,Read corrected copies or proofs to ensure that all corrections have been made.,Core,07/2016,3
43-9081,43-9081.00,Proofreaders and Copy Markers,"Compare information or figures on one record against same data on other records, or with original copy, to detect errors.",Core,07/2016,4
43-9081,43-9081.00,Proofreaders and Copy Markers,Consult reference books or secure aid of readers to check references with rules of grammar and composition.,Core,07/2016,5
43-9081,43-9081.00,Proofreaders and Copy Markers,"Route proofs with marked corrections to authors, editors, typists, or typesetters for correction or reprinting.",Core,07/2016,6
43-9081,43-9081.00,Proofreaders and Copy Markers,"Archive documents, conduct research, and read copy, using the internet and various computer programs.",Core,07/2016,7
43-9081,43-9081.00,Proofreaders and Copy Markers,"Write original content, such as headlines, cutlines, captions, and cover copy.",Core,07/2016,8
43-9081,43-9081.00,Proofreaders and Copy Markers,Consult with authors and editors regarding manuscript changes and suggestions.,Core,07/2016,9
43-9081,43-9081.00,Proofreaders and Copy Markers,"Typeset and measure dimensions, spacing, and positioning of page elements, such as copy and illustrations, to verify conformance to specifications, using printer's ruler or layout software.",Supplemental,07/2016,10
43-9081,43-9081.00,Proofreaders and Copy Markers,"Read proof sheets aloud, calling out punctuation marks and spelling unusual words and proper names.",Supplemental,07/2016,11
43-9111,43-9111.00,Statistical Assistants,Enter data into computers for use in analyses or reports.,Core,07/2015,1
43-9111,43-9111.00,Statistical Assistants,Check source data to verify completeness and accuracy.,Core,07/2015,2
43-9111,43-9111.00,Statistical Assistants,"File data and related information, and maintain and update databases.",Core,07/2015,3
43-9111,43-9111.00,Statistical Assistants,"Compile reports, charts, or graphs that describe and interpret findings of analyses.",Core,07/2015,4
43-9111,43-9111.00,Statistical Assistants,"Organize paperwork, such as survey forms or reports, for distribution or analysis.",Core,07/2015,5
43-9111,43-9111.00,Statistical Assistants,"Code data prior to computer entry, using lists of codes.",Core,07/2015,6
43-9111,43-9111.00,Statistical Assistants,"Compute and analyze data, using statistical formulas and computers or calculators.",Core,07/2015,7
43-9111,43-9111.00,Statistical Assistants,"Compile statistics from source materials, such as production or sales records, quality-control or test records, time sheets, or survey sheets.",Core,07/2015,8
43-9111,43-9111.00,Statistical Assistants,Participate in the publication of data or information.,Core,07/2015,9
43-9111,43-9111.00,Statistical Assistants,Select statistical tests for analyzing data.,Supplemental,07/2015,10
43-9111,43-9111.00,Statistical Assistants,"Check survey responses for errors, such as the use of pens instead of pencils, and set aside response forms that cannot be used.",Supplemental,07/2015,11
43-9111,43-9111.00,Statistical Assistants,Interview people and keep track of their responses.,Supplemental,07/2015,12
45-1011,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Monitor workers to ensure that safety regulations are followed, warning or disciplining those who violate safety regulations.",Core,08/2022,1
45-1011,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Train workers in tree felling or bucking, operation of tractors or loading machines, yarding or loading techniques, or safety regulations.",Core,08/2022,2
45-1011,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Coordinate dismantling, moving, and setting up equipment at new work sites.",Core,08/2022,3
45-1011,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Coordinate the selection and movement of logs from storage areas, according to transportation schedules or production requirements.",Core,08/2022,4
45-1011,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Communicate with forestry personnel regarding forest harvesting or forest management plans, procedures, or schedules.",Core,08/2022,5
45-1011,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Schedule work crews, equipment, or transportation for several different work locations.",Core,08/2022,6
45-1011,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Train workers in techniques such as planting, harvesting, weeding, or insect identification and in the use of safety measures.",Core,08/2022,7
45-1011,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Inspect facilities to determine maintenance needs.,Core,08/2022,8
45-1011,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Confer with managers to evaluate weather or soil conditions, to develop plans or procedures, or to discuss issues such as changes in fertilizers, herbicides, or cultivating techniques.",Core,08/2022,9
45-1011,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Inspect crops, fields, or plant stock to determine conditions and need for cultivating, spraying, weeding, or harvesting.",Core,08/2022,10
45-1011,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Drive or operate farm machinery, such as trucks, tractors, or self-propelled harvesters, to transport workers or supplies or to cultivate or harvest fields.",Core,08/2022,11
45-1011,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Read inventory records, customer orders, or shipping schedules to determine required activities.",Core,08/2022,12
45-2011,45-2011.00,Agricultural Inspectors,Inspect food products and processing procedures to determine whether products are safe to eat.,Core,07/2013,1
45-2011,45-2011.00,Agricultural Inspectors,Interpret and enforce government acts and regulations and explain required standards to agricultural workers.,Core,07/2013,2
45-2011,45-2011.00,Agricultural Inspectors,"Inspect or test horticultural products or livestock to detect harmful diseases, chemical residues, or infestations and to determine the quality of products or animals.",Supplemental,07/2013,3
45-2011,45-2011.00,Agricultural Inspectors,"Collect samples from animals, plants, or products and route them to laboratories for microbiological assessment, ingredient verification, or other testing.",Supplemental,07/2013,4
45-2011,45-2011.00,Agricultural Inspectors,Monitor the operations and sanitary conditions of slaughtering or meat processing plants.,Supplemental,07/2013,5
45-2011,45-2011.00,Agricultural Inspectors,"Write reports of findings and recommendations and advise farmers, growers, or processors of corrective action to be taken.",Supplemental,07/2013,6
45-2011,45-2011.00,Agricultural Inspectors,Inspect the cleanliness and practices of establishment employees.,Supplemental,07/2013,7
45-2011,45-2011.00,Agricultural Inspectors,Compare product recipes with government-approved formulas or recipes to determine acceptability.,Supplemental,07/2013,8
45-2011,45-2011.00,Agricultural Inspectors,"Provide consultative services in areas such as equipment or product evaluation, plant construction or layout, or food safety systems.",Supplemental,07/2013,9
45-2011,45-2011.00,Agricultural Inspectors,Testify in legal proceedings.,Supplemental,07/2013,10
45-2011,45-2011.00,Agricultural Inspectors,"Inspect agricultural commodities or related operations, as well as fish or logging operations, for compliance with laws and regulations governing health, quality, and safety.",Supplemental,07/2013,11
45-2011,45-2011.00,Agricultural Inspectors,Monitor the grading performed by company employees to verify conformance to standards.,Supplemental,07/2013,12
45-2021,45-2021.00,Animal Breeders,"Record animal characteristics such as weights, growth patterns, and diets.",Core,08/2018,1
45-2021,45-2021.00,Animal Breeders,Examine animals to detect symptoms of illness or injury.,Core,08/2018,2
45-2021,45-2021.00,Animal Breeders,"Select animals to be bred, and semen specimens to be used, according to knowledge of animals, genealogies, traits, and desired offspring characteristics.",Core,08/2018,3
45-2021,45-2021.00,Animal Breeders,Treat minor injuries and ailments and contact veterinarians to obtain treatment for animals with serious illnesses or injuries.,Core,08/2018,4
45-2021,45-2021.00,Animal Breeders,"Observe animals in heat to detect approach of estrus and exercise animals to induce or hasten estrus, if necessary.",Core,08/2018,5
45-2021,45-2021.00,Animal Breeders,"Build hutches, pens, and fenced yards.",Core,08/2018,6
45-2021,45-2021.00,Animal Breeders,"Brand, tattoo, or tag animals to allow animal identification.",Core,08/2018,7
45-2021,45-2021.00,Animal Breeders,"Feed and water animals, and clean and disinfect pens, cages, yards, and hutches.",Core,08/2018,8
45-2021,45-2021.00,Animal Breeders,Purchase and stock supplies of feed and medicines.,Core,08/2018,9
45-2021,45-2021.00,Animal Breeders,"Package and label semen to be used for artificial insemination, recording information such as the date, source, quality, and concentration.",Supplemental,08/2018,10
45-2021,45-2021.00,Animal Breeders,"Measure specified amounts of semen into calibrated syringes, and insert syringes into inseminating guns.",Supplemental,08/2018,11
45-2021,45-2021.00,Animal Breeders,"Inject prepared animal semen into female animals for breeding purposes, by inserting nozzle of syringe into vagina and depressing syringe plunger.",Supplemental,08/2018,12
45-2041,45-2041.00,"Graders and Sorters, Agricultural Products","Grade and sort products according to factors such as color, species, length, width, appearance, feel, smell, and quality to ensure correct processing and usage.",Core,07/2017,1
45-2041,45-2041.00,"Graders and Sorters, Agricultural Products","Discard inferior or defective products or foreign matter, and place acceptable products in containers for further processing.",Core,07/2017,2
45-2041,45-2041.00,"Graders and Sorters, Agricultural Products","Weigh products or estimate their weight, visually or by feel.",Core,07/2017,3
45-2041,45-2041.00,"Graders and Sorters, Agricultural Products",Place products in containers according to grade and mark grades on containers.,Core,07/2017,4
45-2041,45-2041.00,"Graders and Sorters, Agricultural Products","Record grade or identification numbers on tags or on shipping, receiving, or sales sheets.",Supplemental,07/2017,5
45-2091,45-2091.00,Agricultural Equipment Operators,"Adjust, repair, and service farm machinery and notify supervisors when machinery malfunctions.",Core,08/2019,1
45-2091,45-2091.00,Agricultural Equipment Operators,Observe and listen to machinery operation to detect equipment malfunctions.,Core,08/2019,2
45-2091,45-2091.00,Agricultural Equipment Operators,"Operate or tend equipment used in agricultural production, such as tractors, combines, and irrigation equipment.",Core,08/2019,3
45-2091,45-2091.00,Agricultural Equipment Operators,"Attach farm implements such as plows, discs, sprayers, or harvesters to tractors, using bolts and hand tools.",Core,08/2019,4
45-2091,45-2091.00,Agricultural Equipment Operators,"Manipulate controls to set, activate, and adjust mechanisms on machinery.",Core,08/2019,5
45-2091,45-2091.00,Agricultural Equipment Operators,"Load and unload crops or containers of materials, manually or using conveyors, handtrucks, forklifts, or transfer augers.",Core,08/2019,6
45-2091,45-2091.00,Agricultural Equipment Operators,"Mix specified materials or chemicals, and dump solutions, powders, or seeds into planter or sprayer machinery.",Core,08/2019,7
45-2091,45-2091.00,Agricultural Equipment Operators,"Spray fertilizer or pesticide solutions to control insects, fungus and weed growth, and diseases, using hand sprayers.",Core,08/2019,8
45-2091,45-2091.00,Agricultural Equipment Operators,"Weigh crop-filled containers, and record weights and other identifying information.",Supplemental,08/2019,9
45-2091,45-2091.00,Agricultural Equipment Operators,"Position boxes or attach bags at discharge ends of machinery to catch products, removing and closing full containers.",Supplemental,08/2019,10
45-2091,45-2091.00,Agricultural Equipment Operators,"Irrigate soil, using portable pipes or ditch systems, and maintain ditches or pipes and pumps.",Supplemental,08/2019,11
45-2091,45-2091.00,Agricultural Equipment Operators,"Load hoppers, containers, or conveyors to feed machines with products, using forklifts, transfer augers, suction gates, shovels, or pitchforks.",Supplemental,08/2019,12
45-2092,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Set up and operate irrigation equipment.,Core,08/2022,1
45-2092,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Repair and maintain farm vehicles, implements, and mechanical equipment.",Core,08/2022,2
45-2092,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Inform farmers or farm managers of crop progress.,Core,08/2022,3
45-2092,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Identify plants, pests, and weeds to determine the selection and application of pesticides and fertilizers.",Core,08/2022,4
45-2092,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Record information about crops, such as pesticide use, yields, or costs.",Core,08/2022,5
45-2092,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Load agricultural products into trucks, and drive trucks to market or storage facilities.",Core,08/2022,6
45-2092,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Operate tractors, tractor-drawn machinery, and self-propelled machinery to plow, harrow and fertilize soil, or to plant, cultivate, spray and harvest crops.",Core,08/2022,7
45-2092,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Direct and monitor the work of casual and seasonal help during planting and harvesting.,Core,08/2022,8
45-2092,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Harvest fruits and vegetables by hand.,Core,08/2022,9
45-2092,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Participate in the inspection, grading, sorting, storage, and post-harvest treatment of crops.",Core,08/2022,10
45-2092,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Clean work areas, and maintain grounds and landscaping.",Core,08/2022,11
45-2092,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Harvest plants, and transplant or pot and label them.",Core,08/2022,12
45-2093,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Clean stalls, pens, and equipment, using disinfectant solutions, brushes, shovels, water hoses, or pumps.",Core,08/2019,1
45-2093,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Feed and water livestock and monitor food and water supplies.,Core,08/2019,2
45-2093,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Drive trucks, tractors, and other equipment to distribute feed to animals.",Core,08/2019,3
45-2093,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Provide medical treatment, such as administering medications and vaccinations, or arrange for veterinarians to provide more extensive treatment.",Core,08/2019,4
45-2093,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Inspect, maintain, and repair equipment, machinery, buildings, pens, yards, and fences.",Core,08/2019,5
45-2093,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Move equipment, poultry, or livestock from one location to another, manually or using trucks or carts.",Core,08/2019,6
45-2093,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Segregate animals according to weight, age, color, and physical condition.",Core,08/2019,7
45-2093,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Examine animals to detect illness, injury, or disease, and to check physical characteristics, such as rate of weight gain.",Core,08/2019,8
45-2093,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Mark livestock to identify ownership and grade, using brands, tags, paint, or tattoos.",Core,08/2019,9
45-2093,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Herd livestock to pastures for grazing or to scales, trucks, or other enclosures.",Core,08/2019,10
